'1ea4e3a,HuyZerox,Tue, 9 May 2023 10:56:35 +0700,Testing: add student and remove student from course,'	 9 files changed, 94 insertions(+), 124 deletions(-)	
'e45a74c,HuyZerox,Tue, 9 May 2023 10:20:43 +0700,Testing: complete import scoreboards to course,'	 9 files changed, 338 insertions(+), 338 deletions(-)	
'0e4a418,HuyZerox,Tue, 9 May 2023 10:14:04 +0700,Data: backup and prepare test data,'	 12 files changed, 530 insertions(+), 170 deletions(-)	
'272ffd9,HuyZerox,Tue, 9 May 2023 09:55:15 +0700,Components: complete test export scoreboards of class in all semester or 1 semester,'	 2 files changed, 32 insertions(+), 10 deletions(-)	
'7a6f456,huhyhuvinh,Tue, 9 May 2023 01:42:37 +0700,Change positions of Back button and Update Scoreboard button,'	 1 file changed, 3 insertions(+), 3 deletions(-)	
'27d08a2,huhyhuvinh,Tue, 9 May 2023 01:28:26 +0700,Update Import Scoreboard button in Course Scene,'	 2 files changed, 59 insertions(+), 6 deletions(-)	
'8310ae2,HuyZerox,Tue, 9 May 2023 01:11:56 +0700,Components: update and successfully export list scoreboard of student in all semester or 1 semester,'	 4 files changed, 22 insertions(+), 22 deletions(-)	
'367f95a,HuyZerox,Tue, 9 May 2023 00:46:15 +0700,Data: create 5 courses in Semester S1_2021 and 4 courses in Smester S2_2021, add list of student to these courses,'	 10 files changed, 478 insertions(+), 18 deletions(-)	
'81cdc58,HuyZerox,Tue, 9 May 2023 00:35:29 +0700,Graphics/Scene: add flag for testing,'	 3 files changed, 11 insertions(+), 2 deletions(-)	
'4bc60d0,huhyhuvinh,Tue, 9 May 2023 00:26:47 +0700,Update SortFunction,'	 1 file changed, 14 insertions(+), 14 deletions(-)	
'13e0c49,huhyhuvinh,Mon, 8 May 2023 23:43:07 +0700,Update UploadCourse function,'	 1 file changed, 3 insertions(+), 3 deletions(-)	
'a936857,HuyZerox,Mon, 8 May 2023 22:56:22 +0700,Components/Functions: update functions,'	 4 files changed, 37 insertions(+), 6 deletions(-)	
'e747bf8,HuyZerox,Mon, 8 May 2023 22:55:52 +0700,Data: prepare data,'	 25 files changed, 691 insertions(+), 10 deletions(-)	
'e2c2f03,HuyZerox,Mon, 8 May 2023 21:31:30 +0700,Components/Functions: update,'	 4 files changed, 34 insertions(+), 7 deletions(-)	
'894106e,HuyZerox,Mon, 8 May 2023 20:42:14 +0700,Components/RemoveFunction: repoint to parent struct when remove one in it's array,'	 1 file changed, 28 insertions(+)	
'2db9ea2,HuyZerox,Mon, 8 May 2023 20:19:54 +0700,Components/InsertFunction: repoint to parent struct when append new one in it's array,'	 1 file changed, 28 insertions(+)	
'5dd23a6,HuyZerox,Mon, 8 May 2023 18:34:28 +0700,Prepare test data,'	 19 files changed, 84 insertions(+), 5 deletions(-)	
'c9ea462,HuyZerox,Mon, 8 May 2023 18:18:04 +0700,Graphics/Scene: centerX() sceneTitle,'	 8 files changed, 14 insertions(+), 1 deletion(-)	
'0f80ad4,HuyZerox,Mon, 8 May 2023 18:04:05 +0700,Graphics/Scene: update,'	 6 files changed, 6 insertions(+)	
'f75628e,HuyZerox,Mon, 8 May 2023 18:03:41 +0700,Structures: increase capacity of constructor from 1 to 4,'	 1 file changed, 2 insertions(+), 2 deletions(-)	
'9312e69,HuyZerox,Mon, 8 May 2023 16:20:53 +0700,Graphics: add some ptr for testing,'	 7 files changed, 14 insertions(+), 3 deletions(-)	
'0beae75,HuyZerox,Mon, 8 May 2023 16:03:44 +0700,Backup data,'	 6 files changed, 7 insertions(+), 11 deletions(-)	
'075d9e6,HuyZerox,Mon, 8 May 2023 15:56:55 +0700,Backup data,'	 7 files changed, 103 insertions(+), 9 deletions(-)	
'72b448c,HuyZerox,Mon, 8 May 2023 15:41:37 +0700,Components: fix bugs,'	 1 file changed, 2 insertions(+), 1 deletion(-)	
'c4b6d95,HuyZerox,Mon, 8 May 2023 15:17:07 +0700,Components, Graphics, Data: update and fix bugs,'	 8 files changed, 169 insertions(+), 22 deletions(-)	
'b25ae38,HuyZerox,Mon, 8 May 2023 14:42:31 +0700,Data: backup data,'	 15 files changed, 193 insertions(+), 78 deletions(-)	
'b2672f0,HuyZerox,Mon, 8 May 2023 14:37:55 +0700,Data: backup data,'	 5 files changed, 104 insertions(+), 92 deletions(-)	
'e765d02,HuyZerox,Mon, 8 May 2023 14:36:55 +0700,Components/DownloadFunction: update for backup data when failed to download,'	 1 file changed, 20 insertions(+), 5 deletions(-)	
'071e975,HuyZerox,Mon, 8 May 2023 14:09:36 +0700,Components, Graphics: update,'	 6 files changed, 24 insertions(+), 14 deletions(-)	
'114b57a,HuyZerox,Mon, 8 May 2023 13:31:30 +0700,Components/ImportAndExportFunction: add some new conditions to stop function,'	 1 file changed, 51 insertions(+), 3 deletions(-)	
'0e08cbe,HuyZerox,Mon, 8 May 2023 13:09:45 +0700,Components/ImportAndExportFunction: rearrange statement and add parameter outStr for exportCourse,'	 2 files changed, 46 insertions(+), 30 deletions(-)	
'14b162f,HuyZerox,Mon, 8 May 2023 12:59:46 +0700,Data: delete formatFile.xlsx, remove students, keep only 90 Students,'	 3 files changed, 2 insertions(+), 2915 deletions(-)	
'cccf9aa,HuyZerox,Mon, 8 May 2023 12:57:19 +0700,Data/ImportData, ExportData: clear,'	 18 files changed, 10 deletions(-)	
'621b18a,HuyZerox,Mon, 8 May 2023 12:55:20 +0700,Data: delete all data of SchoolYear and AcademicYear,'	 24 files changed, 2 insertions(+), 98 deletions(-)	
'76e0015,HuyZerox,Mon, 8 May 2023 12:53:07 +0700,Graphics: rename CourseScene2 to CourseScene,'	 7 files changed, 13 insertions(+), 13 deletions(-)	
'3f80d54,HuyZerox,Mon, 8 May 2023 12:49:21 +0700,Graphics/Scene: delete Blank,'	 6 files changed, 2 insertions(+), 52 deletions(-)	
'3084251,huhyhuvinh,Sun, 7 May 2023 13:51:51 +0700,Delete courseScene,'	 5 files changed, 5 insertions(+), 242 deletions(-)	
'c009943,HuyZerox,Sun, 7 May 2023 10:59:48 +0700,Components/DisplayFunction: update getTableOfScoreboardOfClass(),'	 1 file changed, 5 insertions(+)	
'fde2210,HuyZerox,Sun, 7 May 2023 10:57:14 +0700,Components/DisplayFunction: update getTableOfScoreboardInSemesterOfClass(),'	 1 file changed, 16 insertions(+), 8 deletions(-)	
'114650a,HuyZerox,Sun, 7 May 2023 10:50:03 +0700,Graphics/Scene/ClassScene: update UX,'	 2 files changed, 7 insertions(+)	
'0b69618,HuyZerox,Sun, 7 May 2023 10:44:26 +0700,Graphics/Scene/ClassScene: implement import, back Button,'	 1 file changed, 19 insertions(+), 2 deletions(-)	
'3f6fb60,HuyZerox,Sun, 7 May 2023 10:41:16 +0700,Graphics/Scene/ClassScene: implement add, remove student, export, change classname,'	 3 files changed, 70 insertions(+), 24 deletions(-)	
'3db8a85,HuyZerox,Sun, 7 May 2023 10:23:20 +0700,Graphics/Scene: update CourseScene and EditScoreboardScene,'	 2 files changed, 14 insertions(+), 10 deletions(-)	
'3a188da,HuyZerox,Sun, 7 May 2023 09:59:04 +0700,Graphics/Scene: update EditScoreboard that can handle not found student,'	 2 files changed, 35 insertions(+), 9 deletions(-)	
'afbb70e,HuyZerox,Sun, 7 May 2023 09:51:59 +0700,Components/Semester: update addCourse() and downloadSemester(),'	 1 file changed, 3 insertions(+), 3 deletions(-)	
'd7e67f7,HuyZerox,Sun, 7 May 2023 09:51:35 +0700,Components/Semester: update addCourse() and downloadSemester(),'	 1 file changed, 1 insertion(+), 1 deletion(-)	
'466c55d,HuyZerox,Sun, 7 May 2023 09:37:38 +0700,Graphics/Scene: add remove, change functions, add TextBox message,'	 2 files changed, 21 insertions(+), 10 deletions(-)	
'8d15d0b,HuyZerox,Sun, 7 May 2023 09:31:42 +0700,Components/UpdateFunction: update updateSemester that can change semesterID,'	 2 files changed, 10 insertions(+), 20 deletions(-)	
'dcbe0e2,HuyZerox,Sun, 7 May 2023 09:28:49 +0700,Graphics/Scene: rename objects and add addCourse() function,'	 3 files changed, 171 insertions(+), 122 deletions(-)	
'3934170,HuyZerox,Sat, 6 May 2023 23:56:59 +0700,Graphics/Scene: complete LAYScene and AYScene,'	 1 file changed, 2 insertions(+), 2 deletions(-)	
'cf973b1,HuyZerox,Sat, 6 May 2023 23:40:01 +0700,Data/AcademicYear, Components: update,'	 9 files changed, 37 insertions(+), 3 deletions(-)	
'e99afd2,HuyZerox,Sat, 6 May 2023 23:33:01 +0700,Components, Graphics: update,'	 20 files changed, 68 insertions(+), 70 deletions(-)	
'16015de,HuyZerox,Sat, 6 May 2023 23:15:09 +0700,Components/UploadFunction: Update format of upload data,'	 1 file changed, 4 insertions(+), 4 deletions(-)	
'26eb5ac,HuyZerox,Sat, 6 May 2023 23:13:32 +0700,Components/DownloadFunction: Update format of download data,'	 1 file changed, 25 insertions(+), 25 deletions(-)	
'750faae,HuyZerox,Sat, 6 May 2023 23:13:01 +0700,Components/AcademicYear: update addSemester(),'	 1 file changed, 1 insertion(+), 1 deletion(-)	
'da27d2f,huhyhuvinh,Sat, 6 May 2023 23:00:31 +0700,Complete EditScoreboardCourse Scene,'	 6 files changed, 211 insertions(+), 2 deletions(-)	
'4ce2d87,HuyZerox,Sat, 6 May 2023 22:51:53 +0700,Graphics/Scene: update LAYsScene and AYScene,'	 3 files changed, 68 insertions(+), 69 deletions(-)	
'902d382,HuyZerox,Sat, 6 May 2023 22:51:14 +0700,Components: update some functions,'	 1 file changed, 1 insertion(+), 1 deletion(-)	
'4308cbb,HuyZerox,Sat, 6 May 2023 22:24:25 +0700,Components/DisplayFunction: small change in getLAYs(),'	 1 file changed, 2 insertions(+), 2 deletions(-)	
'8ef448d,HuyZerox,Sat, 6 May 2023 22:22:44 +0700,Components/UploadFunction: update uploadCourse(),'	 1 file changed, 7 insertions(+), 3 deletions(-)	
'339f50e,HuyZerox,Sat, 6 May 2023 22:20:38 +0700,Components/UploadFunction: update uploadSemester(),'	 1 file changed, 9 insertions(+), 17 deletions(-)	
'6881f6e,HuyZerox,Sat, 6 May 2023 22:13:32 +0700,Components/UploadFunction: update downloadAcademicYear(),'	 1 file changed, 29 insertions(+), 26 deletions(-)	
'88b98f2,HuyZerox,Sat, 6 May 2023 22:08:31 +0700,Components/UploadFunction: update downloadLAYs(),'	 1 file changed, 7 insertions(+), 6 deletions(-)	
'7abcc6c,HuyZerox,Sat, 6 May 2023 22:02:37 +0700,Graphics/Scene: small change position in ListAcademicYearScene,'	 1 file changed, 1 insertion(+), 1 deletion(-)	
'32324cd,HuyZerox,Sat, 6 May 2023 21:53:40 +0700,Components/InsertFunction: small rename,'	 1 file changed, 1 insertion(+), 1 deletion(-)	
'7af79d3,HuyZerox,Sat, 6 May 2023 21:51:20 +0700,Graphics/Scene: add function to move from StaffScene to LAYsScene,'	 2 files changed, 6 insertions(+), 6 deletions(-)	
'5a25d55,HuyZerox,Sat, 6 May 2023 21:50:33 +0700,Graphics/Scene: update SemesterScene,'	 1 file changed, 3 insertions(+), 3 deletions(-)	
'7713f27,HuyZerox,Sat, 6 May 2023 21:29:30 +0700,Graphics/Scene: create and render objects in SemesterScene(),'	 2 files changed, 242 insertions(+), 1 deletion(-)	
'2d7f999,huhyhuvinh,Sat, 6 May 2023 21:29:07 +0700,Complete CourseScene2,'	 2 files changed, 90 insertions(+), 17 deletions(-)	
'985e572,HuyZerox,Sat, 6 May 2023 21:15:51 +0700,Graphics/Scene: create and render objects in AcademicYearScene(),'	 2 files changed, 262 insertions(+), 1 deletion(-)	
'b769acc,HuyZerox,Sat, 6 May 2023 21:04:32 +0700,Graphics/Scene: create and render objects in ListAcademicYearScene(),'	 1 file changed, 1 insertion(+)	
'10fd4be,HuyZerox,Sat, 6 May 2023 21:02:54 +0700,Graphics/Scene: create and render objects in ListAcademicYearScene(),'	 4 files changed, 164 insertions(+), 5 deletions(-)	
'6812662,huhyhuvinh,Sat, 6 May 2023 20:51:14 +0700,Change editCourseScene to CourseScene2 and update function process,'	 6 files changed, 113 insertions(+), 12 deletions(-)	
'c730fe5,HuyZerox,Sat, 6 May 2023 20:47:29 +0700,Graphics/Scene: create new objects in ClassScene,'	 4 files changed, 38 insertions(+), 12 deletions(-)	
'2ae9c1a,HuyZerox,Sat, 6 May 2023 20:37:21 +0700,Graphics/Scene: rearrange objects in ClassScene,'	 2 files changed, 78 insertions(+), 33 deletions(-)	
'27de39d,HuyZerox,Sat, 6 May 2023 20:20:09 +0700,Graphics/Scene: rearrange objects in SchoolYearScene,'	 2 files changed, 85 insertions(+), 55 deletions(-)	
'33f22a4,HuyZerox,Sat, 6 May 2023 19:47:02 +0700,Graphics/Scene: rearrange objects in ListSchoolYearScene,'	 1 file changed, 30 insertions(+), 25 deletions(-)	
'69596a2,HuyZerox,Sat, 6 May 2023 17:15:00 +0700,Components/RemoveFunction: remove global variable type of parameters in some functions,'	 3 files changed, 17 insertions(+), 17 deletions(-)	
'71b792d,HuyZerox,Sat, 6 May 2023 17:12:56 +0700,Components/InsertFunction: remove global variable type of parameters in some functions,'	 1 file changed, 10 insertions(+), 10 deletions(-)	
'eef3a33,HuyZerox,Sat, 6 May 2023 17:10:40 +0700,Graphics: small rename in Application,'	 1 file changed, 1 insertion(+), 1 deletion(-)	
'b95df58,HuyZerox,Sat, 6 May 2023 17:07:06 +0700,Components,Graphics: Fix bugs,'	 13 files changed, 49 insertions(+), 51 deletions(-)	
'6ae47ec,huhyhuvinh,Sat, 6 May 2023 17:04:04 +0700,Change update editCourse Scene,'	 4 files changed, 129 insertions(+), 53 deletions(-)	
'56d2adb,HuyZerox,Sat, 6 May 2023 17:00:48 +0700,Components/SearchFunction: remove global variable type of parameters in some functions,'	 2 files changed, 12 insertions(+), 12 deletions(-)	
'902e143,HuyZerox,Sat, 6 May 2023 16:56:33 +0700,Components/ImportAndExportFunction: remove global variable type of parameters in some functions,'	 2 files changed, 4 insertions(+), 4 deletions(-)	
'686ff5e,HuyZerox,Sat, 6 May 2023 16:53:40 +0700,Components/DisplayFunction: remove global variable type of parameters in some functions,'	 2 files changed, 4 insertions(+), 4 deletions(-)	
'336c03d,HuyZerox,Sat, 6 May 2023 16:45:23 +0700,Graphics/Scene: setColor() for buttons in ClassScene,'	 1 file changed, 9 insertions(+), 3 deletions(-)	
'b236bf5,HuyZerox,Sat, 6 May 2023 16:40:16 +0700,Graphics/Scene: clearContent() when move to another scene from SchoolYearScene,'	 1 file changed, 4 insertions(+), 1 deletion(-)	
'babdd45,HuyZerox,Sat, 6 May 2023 16:27:48 +0700,Graphics/Objects: add clear() in TextBox,'	 2 files changed, 6 insertions(+)	
'52716fb,HuyZerox,Sat, 6 May 2023 16:13:11 +0700,Graphics/Scene: implement exportButton in StudentScene,'	 3 files changed, 34 insertions(+), 11 deletions(-)	
'531794d,HuyZerox,Sat, 6 May 2023 16:02:51 +0700,Components/ImportAndExportFunction: return false when student.ptrClass == nullptr when export scoreboards of student,'	 2 files changed, 8 insertions(+), 1 deletion(-)	
'07adc1c,hoangdaoviet,Sat, 6 May 2023 15:59:03 +0700,Changes in School Year Scene,'	 2 files changed, 16 insertions(+), 16 deletions(-)	
'2a768d1,hoangdaoviet,Sat, 6 May 2023 15:43:06 +0700,Update Class Scene,'	 2 files changed, 50 insertions(+)	
'6a629d5,HuyZerox,Sat, 6 May 2023 15:40:29 +0700,Components/SearchFunction: overload getSemester() to find semester in academicYears,'	 2 files changed, 12 insertions(+)	
'77bdc80,HuyZerox,Sat, 6 May 2023 15:34:03 +0700,Graphics/Scene: update 'Back' Button and add condition to render it in StudentScene,'	 2 files changed, 18 insertions(+), 5 deletions(-)	
'4fb7f15,HuyZerox,Sat, 6 May 2023 15:26:03 +0700,Graphics/Scene: implement 'Back' Button in StudentScene,'	 1 file changed, 13 insertions(+)	
'367ae7f,HuyZerox,Sat, 6 May 2023 15:23:33 +0700,Graphics/Scene: create and render objects in StudentScene,'	 3 files changed, 48 insertions(+), 24 deletions(-)	
'71e6c4b,hoangdaoviet,Sat, 6 May 2023 14:40:26 +0700,Create Class Scene for editing class,'	 3 files changed, 118 insertions(+), 2 deletions(-)	
'a4cee2c,HuyZerox,Sat, 6 May 2023 13:41:17 +0700,Graphics/Scene: add objects to export in StudentScene,'	 3 files changed, 17 insertions(+), 10 deletions(-)	
'c531e2f,HuyZerox,Sat, 6 May 2023 13:23:03 +0700,Components/ImportAndExportFunction: add exportListScoreboardInSemesterOfStudent() in StudentScene,'	 2 files changed, 30 insertions(+)	
'823607e,hydroshiba,Sat, 6 May 2023 12:23:07 +0700,Temporary fix to prevent compile error,'	 1 file changed, 1 insertion(+), 1 deletion(-)	
'e3a9e79,hydroshiba,Sat, 6 May 2023 12:15:59 +0700,Fixed Dropbox doesn't automatically resize when clearing,'	 1 file changed, 1 insertion(+)	
'65e2c4e,hydroshiba,Sat, 6 May 2023 12:14:02 +0700,Created simple Table class (in progress),'	 4 files changed, 89 insertions(+), 3 deletions(-)	
'ff209b4,hydroshiba,Sat, 6 May 2023 12:12:59 +0700,Fixed Vector segmentation fault when resize to size 1,'	 2 files changed, 4 insertions(+), 1 deletion(-)	
'ef586eb,HuyZerox,Sat, 6 May 2023 12:03:24 +0700,Data/SchoolYear: prepare sample data for testing download and upload from ListSchooYear to Class,'	 20 files changed, 63 insertions(+), 9 deletions(-)	
'431b6dd,HuyZerox,Sat, 6 May 2023 12:01:26 +0700,Graphics/Scene: clear() DropBox when 'back' and add new labels to DropBox when 'View' in SchoolYearScene,'	 1 file changed, 6 insertions(+), 7 deletions(-)	
'4b0d030,HuyZerox,Sat, 6 May 2023 11:45:07 +0700,Graphics/Scene: clearDropBox() when click 'Back' button in listSchoolYearScene,'	 1 file changed, 10 insertions(+), 3 deletions(-)	
'038f6db,HuyZerox,Sat, 6 May 2023 11:37:33 +0700,Graphics/Scene: fix bugs,'	 4 files changed, 19 insertions(+), 24 deletions(-)	
'f1aabd3,HuyZerox,Sat, 6 May 2023 10:30:14 +0700,Graphics/Objects: add getCurLabel() in DropBox for searchFunction(),'	 2 files changed, 5 insertions(+), 1 deletion(-)	
'9bd40ab,HuyZerox,Sat, 6 May 2023 10:29:40 +0700,Components/UploadFunction: Update and fix serious bug in uploadSchoolYear(),'	 1 file changed, 9 insertions(+), 5 deletions(-)	
'f56ef6c,HuyZerox,Sat, 6 May 2023 10:28:35 +0700,Components/SchoolYear: rearrange statements that cause serious bug,'	 1 file changed, 2 insertions(+), 1 deletion(-)	
'087e56c,HuyZerox,Sat, 6 May 2023 09:32:21 +0700,Components/DisplayFunction: fix small bug in exportListClassOfSchoolYear(),'	 3 files changed, 6 insertions(+), 5 deletions(-)	
'eba36f5,HuyZerox,Sat, 6 May 2023 09:25:23 +0700,Graphics/Scene: Add function for export Button in SchoolYearScene,'	 1 file changed, 8 insertions(+), 3 deletions(-)	
'd262a37,HuyZerox,Sat, 6 May 2023 09:19:40 +0700,Graphics/Scene: Add function for change Button in SchoolYearScene,'	 2 files changed, 8 insertions(+), 1 deletion(-)	
'8c15637,HuyZerox,Sat, 6 May 2023 09:16:55 +0700,Graphics/Scene: rename removeClass->textRemovedClass(TextBox), add function for removeClass Button in SchoolYearScene,'	 3 files changed, 15 insertions(+), 8 deletions(-)	
'f32f9b1,HuyZerox,Sat, 6 May 2023 09:11:11 +0700,Graphics/Scene: rename addClass->textAddClass(TextBox), add function for add Button in SchoolYearScene,'	 2 files changed, 20 insertions(+), 6 deletions(-)	
'34b1ce4,HuyZerox,Sat, 6 May 2023 00:46:15 +0700,Graphics/Scene: update SchoolYearScene,'	 2 files changed, 17 insertions(+), 2 deletions(-)	
'b2bee32,HuyZerox,Sat, 6 May 2023 00:39:15 +0700,Graphics/Scene: add TextBox message in SchoolYearScene,'	 2 files changed, 9 insertions(+), 3 deletions(-)	
'f79d985,HuyZerox,Sat, 6 May 2023 00:35:21 +0700,Graphics/Scene: add color for buttons in scenes,'	 5 files changed, 24 insertions(+), 2 deletions(-)	
'3577faf,hoangdaoviet,Sat, 6 May 2023 00:17:41 +0700,Update option to export School Year,'	 2 files changed, 15 insertions(+), 2 deletions(-)	
'a48b552,HuyZerox,Sat, 6 May 2023 00:17:26 +0700,Graphics/Objects/Button: add setColor() for button types,'	 3 files changed, 20 insertions(+), 1 deletion(-)	
'bc4eae9,huhyhuvinh,Sat, 6 May 2023 00:08:35 +0700,Add description on each export function,'	 1 file changed, 10 insertions(+), 9 deletions(-)	
'90b6806,hoangdaoviet,Sat, 6 May 2023 00:01:36 +0700,Remove some unnecessary objects,'	 2 files changed, 1 insertion(+), 10 deletions(-)	
'177416f,hoangdaoviet,Fri, 5 May 2023 23:58:48 +0700,Redesign List School Year Scene,'	 4 files changed, 19 insertions(+), 15 deletions(-)	
'4665768,hoangdaoviet,Fri, 5 May 2023 23:42:11 +0700,Added an import and export button for School Year,'	 2 files changed, 19 insertions(+)	
'ac25609,hoangdaoviet,Fri, 5 May 2023 23:35:04 +0700,Fix add year and remove year options,'	 1 file changed, 7 insertions(+), 1 deletion(-)	
'1c0b02c,hoangdaoviet,Fri, 5 May 2023 23:28:33 +0700,Redesign the School Year Scene,'	 3 files changed, 21 insertions(+), 147 deletions(-)	
'bdc37c0,HuyZerox,Fri, 5 May 2023 22:33:59 +0700,Graphics/Scene: small change distance from objects,'	 2 files changed, 4 insertions(+), 5 deletions(-)	
'cd91447,HuyZerox,Fri, 5 May 2023 22:28:52 +0700,Data/ExportData: small change,'	 1 file changed, 1 insertion(+), 1 deletion(-)	
'0d05f2d,HuyZerox,Fri, 5 May 2023 22:27:18 +0700,Components/DisplayFunction: add getListScoreboardOfStudent in 1 semester,'	 4 files changed, 39 insertions(+), 7 deletions(-)	
'38b297d,HuyZerox,Fri, 5 May 2023 22:19:51 +0700,Components/Student: add getScoreboards from 1 semester,'	 2 files changed, 12 insertions(+)	
'481eef0,HuyZerox,Fri, 5 May 2023 22:14:52 +0700,Components/DisplayFunction: add getListScoreboardOfStudent in all semester,'	 3 files changed, 26 insertions(+), 13 deletions(-)	
'1632934,HuyZerox,Fri, 5 May 2023 22:13:57 +0700,Data/ExportData: add format of exportListScoreboard of Student in 1 semester or all semester,'	 2 files changed, 23 insertions(+)	
'673d551,HuyZerox,Fri, 5 May 2023 21:42:44 +0700,Components/DisplayFunction: add getTableOfScoreboardInSemesterOfClass(),'	 2 files changed, 34 insertions(+), 6 deletions(-)	
'957f5da,HuyZerox,Fri, 5 May 2023 21:36:03 +0700,Components/Class: add getListCourse(const Semester& semester) in Class,'	 2 files changed, 11 insertions(+)	
'0889cfe,HuyZerox,Fri, 5 May 2023 21:31:32 +0700,Components/DisplayFunction: add getTableScoreboardsOfClass(),'	 4 files changed, 39 insertions(+), 6 deletions(-)	
'bad2ae6,HuyZerox,Fri, 5 May 2023 21:23:24 +0700,Components/Class,Student: add const in getListCourse() in Class and getScoreboard from courseID in Student,'	 4 files changed, 15 insertions(+), 7 deletions(-)	
'c77fc72,huhyhuvinh,Fri, 5 May 2023 20:47:54 +0700,Add exportListScoreboardOfStudent function,'	 1 file changed, 26 insertions(+)	
